LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2006-04,103.585,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2006-05,103.5178,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2006-06,103.4919,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2006-07,103.5507,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2006-08,103.6509,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2006-09,103.7346,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2006-10,103.7591,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2006-11,103.7438,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2006-12,103.713,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-01,103.6789,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-02,103.6395,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-03,103.5801,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-04,103.4801,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-05,103.3401,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-06,103.1508,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-07,102.903,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-08,102.6463,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-09,102.4432,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-10,102.3324,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-11,102.2383,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2007-12,102.0493,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-01,101.6788,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-02,101.2225,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-03,100.8059,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-04,100.5196,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-05,100.3133,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-06,100.1197,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-07,99.89703,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-08,99.66018,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-09,99.44197,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-10,99.2693,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-11,99.12029,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2008-12,98.9665,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-01,98.79153,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-02,98.61427,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-03,98.46815,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-04,98.38273,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-05,98.33409,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-06,98.29765,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-07,98.26412,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-08,98.24345,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-09,98.26563,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-10,98.36879,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-11,98.54436,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2009-12,98.79707,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-01,99.13242,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-02,99.46709,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-03,99.68502,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-04,99.69413,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-05,99.59984,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-06,99.53283,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-07,99.5803,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-08,99.68981,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-09,99.78498,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-10,99.81901,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-11,99.84263,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2010-12,99.93745,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-01,100.1597,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-02,100.4128,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-03,100.5515,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-04,100.4544,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-05,100.212,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-06,99.93005,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-07,99.67843,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-08,99.47944,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-09,99.36374,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-10,99.37365,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-11,99.48312,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2011-12,99.68568,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-01,99.9828,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-02,100.2793,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-03,100.4448,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-04,100.3763,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-05,100.1914,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-06,100.0357,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-07,100.007,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-08,100.0499,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-09,100.0825,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-10,100.051,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-11,99.99534,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2012-12,99.98266,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-01,100.0651,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-02,100.1947,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-03,100.3038,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-04,100.3391,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-05,100.3151,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-06,100.2462,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-07,100.1384,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-08,100.0254,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-09,99.94608,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-10,99.92682,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-11,99.93042,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2013-12,99.90802,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-01,99.82806,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-02,99.73133,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-03,99.68045,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-04,99.72613,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-05,99.82755,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-06,99.93719,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-07,100.0299,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-08,100.1236,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-09,100.252,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-10,100.4362,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-11,100.6213,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2014-12,100.7204,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-01,100.6582,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-02,100.5001,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-03,100.3185,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-04,100.1553,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-05,100.0078,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-06,99.86156,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-07,99.70748,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-08,99.55724,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-09,99.43449,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-10,99.36199,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-11,99.32122,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2015-12,99.29228,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-01,99.26205,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-02,99.2205,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-03,99.1583,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-04,99.07578,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-05,99.01246,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-06,99.03173,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-07,99.18636,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-08,99.40134,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-09,99.58015,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-10,99.65085,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-11,99.64808,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2016-12,99.60982,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-01,99.54755,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-02,99.45187,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-03,99.2895,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-04,99.03379,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-05,98.76181,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-06,98.58389,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-07,98.58941,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-08,98.69849,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-09,98.81968,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-10,98.90382,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-11,98.98608,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2017-12,99.13434,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-01,99.39963,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-02,99.70042,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-03,99.91619,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-04,99.9454,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-05,99.84853,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-06,99.68839,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-07,99.49657,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-08,99.30303,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-09,99.13226,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-10,99.00109,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-11,98.89375,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2018-12,98.79516,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-01,98.70048,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-02,98.61578,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-03,98.5549,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-04,98.52631,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-05,98.49606,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-06,98.41645,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-07,98.25626,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-08,98.08035,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-09,97.98148,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-10,98.02802,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-11,98.1343,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2019-12,98.17734,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-01,98.05354,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-02,97.79879,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-03,97.45132,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-04,97.04548,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-05,96.69827,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-06,96.59113,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-07,96.89314,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-08,97.44413,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-09,98.07236,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-10,98.66331,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-11,99.15125,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2020-12,99.45008,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-01,99.48741,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-02,99.42753,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-03,99.47102,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-04,99.75156,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-05,100.1293,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-06,100.3997,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-07,100.4048,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-08,100.2526,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-09,100.083,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-10,99.99221,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-11,99.97379,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2021-12,100.0094,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-01,100.0874,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-02,100.1668,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-03,100.1978,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-04,100.1396,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-05,100.0277,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-06,99.90143,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-07,99.78551,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-08,99.68566,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-09,99.60677,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-10,99.55488,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-11,99.51816,
ZAF,BCI,AMPLITUD,LTRENDIDX,M,2022-12,99.48627,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-02,99.4665,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-03,99.42365,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-04,99.51315,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-05,100.0148,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-06,100.6372,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-07,101.2503,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-08,101.6357,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-09,101.7201,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-10,101.8836,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-11,101.8954,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2003-12,101.7371,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-01,101.3986,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-02,101.0648,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-03,100.8231,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-04,100.7558,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-05,100.9479,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-06,101.1473,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-07,101.5001,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-08,101.8817,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-09,102.1334,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-10,102.1825,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-11,101.9967,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2004-12,101.6148,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-01,101.3633,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-02,101.2233,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-03,101.1827,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-04,101.0055,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-05,100.5614,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-06,100.2221,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-07,100.3702,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-08,100.8042,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-09,101.2354,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-10,101.2639,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-11,100.8934,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2005-12,100.6958,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-01,100.7688,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-02,101.0104,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-03,101.3052,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-04,101.6216,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-05,101.9074,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-06,102.1933,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-07,102.5028,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-08,102.7755,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-09,103.0172,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-10,103.1154,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-11,103.1579,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2006-12,103.1636,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-01,103.2098,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-02,103.3513,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-03,103.4945,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-04,103.5491,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-05,103.5571,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-06,103.5267,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-07,103.5057,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-08,103.4958,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-09,103.3185,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-10,103.0476,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-11,102.9246,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2007-12,102.7945,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-01,102.7744,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-02,102.6993,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-03,102.7342,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-04,102.7715,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-05,102.6429,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-06,102.3914,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-07,101.9516,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-08,101.4774,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-09,100.2435,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-10,98.38924,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-11,96.3466,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2008-12,95.08279,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-01,94.71113,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-02,94.93231,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-03,95.31626,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-04,95.74675,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-05,96.33899,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-06,96.8555,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-07,97.37449,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-08,97.9358,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-09,98.43951,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-10,98.80197,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-11,98.89183,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2009-12,98.76647,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-01,99.10524,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-02,99.44782,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-03,99.84621,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-04,100.2992,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-05,100.7486,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-06,101.0012,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-07,101.4162,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-08,101.8513,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-09,102.2723,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-10,102.4325,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-11,102.1623,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2010-12,101.9671,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-01,101.8265,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-02,101.8081,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-03,101.6633,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-04,101.704,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-05,101.913,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-06,102.0724,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-07,101.8285,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-08,101.5191,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-09,101.2231,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-10,101.1448,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-11,100.8723,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2011-12,100.5498,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-01,100.4424,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-02,100.4022,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-03,100.3071,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-04,100.0544,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-05,99.72099,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-06,99.61044,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-07,99.81838,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-08,100.1181,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-09,100.246,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-10,99.94032,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-11,99.62118,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2012-12,99.61953,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-01,99.52876,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-02,99.53747,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-03,99.63971,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-04,99.59136,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-05,99.50411,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-06,99.46883,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-07,99.74879,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-08,99.91071,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-09,99.93954,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-10,99.97124,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-11,99.99087,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2013-12,99.93851,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-01,99.82163,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-02,99.78461,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-03,99.75378,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-04,99.69409,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-05,100.0215,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-06,100.6499,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-07,101.1579,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-08,101.3932,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-09,101.3452,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-10,101.1472,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-11,100.9082,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2014-12,100.7608,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-01,100.6165,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-02,100.4111,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-03,100.4472,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-04,100.632,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-05,100.6666,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-06,100.5831,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-07,100.6173,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-08,100.89,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-09,100.9429,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-10,100.8175,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-11,100.5734,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2015-12,100.0876,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-01,99.60794,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-02,99.44038,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-03,99.94994,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-04,100.448,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-05,100.5805,
RUS,BCI,AMPLITUD,LTRENDIDX,M,2016-06,100.5696,
